case,layout,lengths,total_tokens,heads,seed,gate_regime,state_mode,state_dtype,candidate,reference,tensor,fla_version,naive_sha256,chunk_sha256,fla_flash_kda,comparison_kind,bitwise_equal,hard_rel_rmse_limit,within_limit,numel,finite,max_abs,mean_abs,rmse,reference_rms,rel_rmse
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,bf16,flash_v16,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,49152,True,0.0,0.0,0.0,0.038158205612551316,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,bf16,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,bf16,flash_v32,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,49152,True,0.0,0.0,0.0,0.038158205612551316,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,bf16,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,bf16,flash_v64,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,49152,True,0.0,0.0,0.0,0.038158205612551316,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,none,bf16,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,none,bf16,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,none,bf16,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,in_out,fp32,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.005623264430010436,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,in_out,fp32,flash_v16,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,49152,True,0.0,0.0,0.0,0.038158205612551316,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,in_out,fp32,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.005623264430010436,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,in_out,fp32,flash_v32,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,49152,True,0.0,0.0,0.0,0.038158205612551316,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,in_out,fp32,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.005623264430010436,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,in_out,fp32,flash_v64,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,49152,True,0.0,0.0,0.0,0.038158205612551316,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,in_only,fp32,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.005623264430010436,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,in_only,fp32,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.005623264430010436,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,in_only,fp32,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.005623264430010436,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,fp32,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,fp32,flash_v16,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,49152,True,0.0,0.0,0.0,0.038158205612551316,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,fp32,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,fp32,flash_v32,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,49152,True,0.0,0.0,0.0,0.038158205612551316,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,fp32,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,out_only,fp32,flash_v64,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,49152,True,0.0,0.0,0.0,0.038158205612551316,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,none,fp32,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,none,fp32,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_fixed,fixed,33,33,3,20260930,random,none,fp32,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,12672,True,0.0,0.0,0.0,0.004552491502354368,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,bf16,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,bf16,flash_v16,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,bf16,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,bf16,flash_v32,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,bf16,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,bf16,flash_v64,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_only,bf16,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_only,bf16,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_only,bf16,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,bf16,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,bf16,flash_v16,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,bf16,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,bf16,flash_v32,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,bf16,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,bf16,flash_v64,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,none,bf16,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,none,bf16,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,none,bf16,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,fp32,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,fp32,flash_v16,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,fp32,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,fp32,flash_v32,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,fp32,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_out,fp32,flash_v64,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_only,fp32,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_only,fp32,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,in_only,fp32,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.006071764051644428,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,fp32,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,fp32,flash_v16,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,fp32,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,fp32,flash_v32,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,fp32,flash_v64,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,out_only,fp32,flash_v64,flash_v128,final_state,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,147456,True,0.0,0.0,0.0,0.052545855632061926,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,none,fp32,flash_v16,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
bitwise_ragged,ragged,15+16+17,48,3,20260931,random,none,fp32,flash_v32,flash_v128,output,0.5.2,60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016,a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8,0,bitwise_valueslice,True,0.0,True,18432,True,0.0,0.0,0.0,0.004571558598042951,0.0
